IPK,Mata Kuliah Tidak Lulus,Jumlah Cuti Akademik,Pekerjaan Sambil Kuliah,Jumlah Semester,Status Kelulusan,IPS Rata-rata,IPS Semester Akhir,IPS Tren,Kategori Kehadiran
2.3,2,1,Ya,8,1,3.00875,3.46,1.0299999999999998,Sedang
3.62,5,1,Tidak,10,0,3.1839999999999997,3.39,1.2800000000000002,Rendah
2.72,4,0,Tidak,8,1,2.9299999999999997,2.06,-0.73,Sedang
3.86,4,2,Ya,14,1,3.1399999999999992,3.19,0.040000000000000036,Tinggi
3.97,4,1,Tidak,12,1,2.8866666666666667,3.58,0.9100000000000001,Rendah
2.42,1,2,Ya,14,1,3.132857142857143,3.57,0.43999999999999995,Tinggi
2.16,0,0,Tidak,7,1,2.79,2.22,-1.1399999999999997,Tinggi
2.51,0,0,Tidak,9,0,3.2066666666666666,3.46,0.08999999999999986,Sedang
3.95,0,0,Tidak,7,0,2.6557142857142857,3.42,0.08999999999999986,Tinggi
3.2,4,2,Tidak,13,0,3.063846153846154,2.0,-0.43000000000000016,Rendah
3.17,0,0,Ya,7,1,3.422857142857143,2.81,-1.02,Rendah
3.21,3,2,Ya,13,0,2.956153846153846,3.51,1.0799999999999996,Rendah
3.78,4,2,Ya,14,0,2.8892857142857147,3.22,0.4600000000000004,Sedang
3.34,1,2,Tidak,11,0,3.088181818181818,2.0,-1.67,Sedang
2.03,4,0,Tidak,9,0,3.261111111111111,3.86,0.79,Sedang
2.08,4,0,Ya,9,0,2.92,3.72,1.62,Sedang
2.1,3,2,Ya,7,1,2.775714285714286,2.91,0.71,Tinggi
2.97,0,1,Tidak,11,0,2.9063636363636363,3.77,0.7400000000000002,Sedang
3.46,4,2,Ya,10,0,2.9859999999999998,2.99,0.6500000000000004,Sedang
3.1,4,1,Ya,11,0,3.0745454545454547,2.58,0.020000000000000018,Tinggi
2.13,4,1,Ya,13,0,3.0938461538461537,3.22,-0.48999999999999977,Sedang
2.61,1,0,Tidak,12,1,3.115,3.81,0.2200000000000002,Sedang
3.2,5,1,Tidak,13,0,2.7592307692307694,3.9,0.44999999999999973,Rendah
2.64,4,0,Tidak,9,0,2.816666666666667,3.14,0.81,Tinggi
3.93,2,2,Tidak,12,1,2.9633333333333334,2.88,-0.94,Rendah
2.35,3,0,Ya,10,0,3.145,3.03,0.3799999999999999,Rendah
3.09,4,2,Ya,11,1,2.6118181818181814,2.61,-0.010000000000000231,Sedang
3.62,0,1,Tidak,12,1,3.2908333333333335,3.53,1.46,Rendah
3.31,5,2,Ya,9,0,2.8288888888888892,3.44,-0.050000000000000266,Rendah
3.24,1,2,Ya,12,1,3.275,2.55,-0.8200000000000003,Sedang
3.49,4,1,Ya,11,0,3.2709090909090905,3.74,1.1700000000000004,Rendah
2.75,3,2,Ya,8,1,3.0075000000000003,3.22,-0.6999999999999997,Rendah
3.37,0,2,Ya,14,0,2.6328571428571435,3.31,0.5699999999999998,Rendah
2.98,0,1,Ya,11,1,3.044545454545455,2.03,-1.23,Tinggi
2.4,3,0,Ya,12,0,3.330833333333333,3.41,1.06,Sedang
2.99,3,2,Tidak,8,1,2.91,3.29,1.29,Sedang
3.93,4,2,Tidak,7,1,2.782857142857143,2.33,-0.7599999999999998,Sedang
2.75,1,1,Ya,7,0,2.832857142857143,2.7,0.13000000000000034,Rendah
3.38,4,1,Tidak,8,0,3.22375,3.5,1.27,Sedang
3.93,0,0,Ya,8,0,2.6224999999999996,3.38,0.8799999999999999,Tinggi
2.76,2,0,Tidak,9,1,3.2399999999999998,3.38,0.17999999999999972,Rendah
3.35,2,2,Ya,10,1,2.899,3.49,-0.1499999999999999,Sedang
3.77,1,0,Tidak,12,1,3.1666666666666665,3.14,0.28000000000000025,Rendah
3.83,0,1,Ya,7,1,3.3300000000000005,2.12,-1.83,Tinggi
2.89,3,2,Tidak,8,0,2.9375,2.8,-0.75,Rendah
2.01,3,0,Ya,10,0,2.87,2.36,-0.10000000000000009,Sedang
2.54,4,1,Ya,14,1,3.111428571428571,2.58,-0.8999999999999999,Tinggi
2.87,3,0,Tidak,14,0,3.0071428571428576,3.34,1.27,Sedang
3.61,0,1,Tidak,10,1,2.877,3.63,1.2999999999999998,Tinggi
2.46,2,0,Ya,9,0,2.92,2.14,-1.1799999999999997,Tinggi
2.35,1,2,Tidak,8,0,2.9074999999999998,3.34,0.06000000000000005,Sedang
2.76,4,2,Ya,8,1,2.9575,2.49,-0.06999999999999984,Rendah
2.03,0,2,Tidak,7,0,3.0985714285714288,2.22,-1.6799999999999997,Tinggi
2.05,5,2,Ya,13,0,3.0461538461538455,2.44,-1.5,Tinggi
3.57,5,1,Tidak,12,0,3.0058333333333334,2.85,0.16000000000000014,Tinggi
3.43,4,0,Ya,7,0,3.0300000000000002,2.25,0.22999999999999998,Rendah
3.1,1,2,Ya,10,1,3.161,2.53,-0.03000000000000025,Rendah
2.23,5,1,Tidak,12,1,3.186666666666667,3.67,1.58,Tinggi
3.62,2,2,Tidak,11,0,2.7181818181818183,2.44,-0.03000000000000025,Rendah
2.91,2,2,Tidak,7,1,2.8400000000000003,3.19,0.7799999999999998,Rendah
3.04,2,1,Ya,12,0,3.0533333333333332,3.09,0.7199999999999998,Rendah
2.35,1,2,Ya,7,0,2.8057142857142856,2.59,-0.26000000000000023,Rendah
3.77,4,1,Ya,13,0,2.7607692307692306,3.36,1.3399999999999999,Rendah
3.7,3,2,Tidak,14,0,3.210714285714286,3.34,-0.13000000000000034,Tinggi
3.28,2,2,Tidak,10,1,3.093,2.92,0.23999999999999977,Tinggi
2.06,2,2,Tidak,8,0,3.4125,3.81,-0.18000000000000016,Sedang
2.14,0,1,Tidak,8,1,3.04125,3.86,1.1799999999999997,Tinggi
2.91,5,0,Ya,10,0,2.7670000000000003,3.3,0.3099999999999996,Sedang
3.63,3,1,Ya,10,0,2.978,3.04,0.25,Tinggi
2.56,3,2,Ya,10,1,3.0060000000000002,2.08,-1.8599999999999999,Sedang
2.36,5,1,Ya,14,0,3.176428571428571,2.96,-0.7000000000000002,Rendah
3.21,2,2,Ya,11,0,3.151818181818182,2.95,-0.5899999999999999,Rendah
3.25,3,2,Tidak,14,1,3.099285714285714,3.36,0.3500000000000001,Sedang
2.29,5,0,Ya,7,1,3.174285714285714,3.75,0.8599999999999999,Rendah
2.58,2,2,Ya,7,1,2.7885714285714287,2.33,-1.3199999999999998,Sedang
2.07,5,0,Ya,9,1,3.252222222222222,3.7,0.38000000000000034,Sedang
2.31,0,0,Ya,8,0,3.145,3.57,0.1599999999999997,Rendah
2.82,3,0,Tidak,12,0,3.2524999999999995,3.79,-0.1200000000000001,Rendah
2.98,5,1,Tidak,9,0,2.887777777777778,2.35,-0.79,Sedang
2.29,3,1,Tidak,8,1,2.9487499999999995,2.92,-1.0700000000000003,Rendah
2.01,0,1,Ya,12,0,3.000833333333334,2.84,-0.8900000000000001,Rendah
3.05,5,2,Ya,11,0,3.2100000000000004,3.77,-0.029999999999999805,Tinggi
3.52,2,2,Ya,14,1,3.0864285714285713,2.23,-0.9500000000000002,Tinggi
3.83,3,0,Ya,7,1,2.87,2.34,-0.10000000000000009,Rendah
3.24,0,0,Ya,14,0,2.9764285714285714,3.27,0.010000000000000231,Sedang
2.65,0,2,Ya,10,1,2.7790000000000004,2.96,-0.6800000000000002,Tinggi
2.87,1,1,Ya,13,1,3.3453846153846154,3.82,0.09999999999999964,Sedang
2.76,5,2,Ya,14,1,3.060714285714286,3.43,0.18000000000000016,Tinggi
3.38,3,1,Ya,12,0,3.393333333333333,2.42,-0.7800000000000002,Rendah
3.62,4,2,Tidak,12,1,2.9525,2.76,0.20999999999999996,Sedang
2.47,5,1,Tidak,9,0,3.016666666666667,2.45,0.14000000000000012,Sedang
3.6,2,0,Tidak,14,0,2.972857142857143,2.96,0.18000000000000016,Sedang
3.28,3,0,Tidak,14,1,3.1107142857142853,3.64,0.020000000000000018,Rendah
2.33,4,1,Tidak,7,1,2.9728571428571433,2.53,-1.31,Rendah
2.54,0,0,Tidak,8,0,2.92625,3.64,0.5,Tinggi
2.28,5,0,Ya,7,1,2.7342857142857144,3.73,1.1600000000000001,Sedang
3.34,1,1,Ya,13,1,3.0169230769230775,2.95,-0.5099999999999998,Sedang
2.4,1,1,Tidak,12,1,2.8750000000000004,2.54,-0.8700000000000001,Rendah
3.88,2,2,Ya,8,0,2.86625,3.89,1.4300000000000002,Rendah
2.54,0,1,Tidak,11,0,2.631818181818182,2.31,-0.04999999999999982,Tinggi
3.78,3,0,Tidak,11,0,2.9672727272727273,2.25,-0.8599999999999999,Sedang
3.57,4,0,Ya,9,1,2.9299999999999997,3.86,1.6,Tinggi
3.41,0,2,Tidak,12,0,2.98,3.54,1.27,Sedang
2.54,1,2,Ya,7,1,2.517142857142857,2.6,-0.1299999999999999,Rendah
2.65,4,0,Ya,7,1,3.1614285714285715,2.47,-0.7899999999999996,Sedang
2.81,4,2,Ya,9,1,3.0277777777777777,2.28,-1.7100000000000004,Sedang
3.23,5,2,Tidak,12,1,2.7641666666666667,3.2,0.81,Tinggi
3.16,1,1,Ya,11,0,2.953636363636363,2.89,-1.0099999999999998,Tinggi
3.7,4,0,Tidak,7,1,3.2671428571428573,2.19,0.16000000000000014,Tinggi
2.69,0,1,Tidak,9,1,3.0433333333333334,3.68,0.3900000000000001,Rendah
3.24,5,1,Ya,12,0,2.880833333333334,3.1,0.41999999999999993,Tinggi
2.35,4,2,Tidak,14,1,3.1571428571428575,2.99,-0.5299999999999998,Rendah
2.97,1,0,Ya,13,1,2.963846153846154,3.5,0.2400000000000002,Tinggi
2.28,3,2,Tidak,8,0,3.0162500000000003,3.2,0.33000000000000007,Rendah
2.91,4,2,Ya,12,0,2.7291666666666665,3.82,1.2799999999999998,Rendah
2.29,2,0,Ya,7,0,2.932857142857143,3.14,0.20999999999999996,Sedang
3.73,3,2,Tidak,11,0,2.8545454545454545,2.12,-0.44999999999999973,Rendah
2.4,5,2,Tidak,7,1,2.845714285714286,2.23,-0.8399999999999999,Sedang
3.9,1,1,Tidak,10,1,2.8240000000000003,3.66,0.8600000000000003,Sedang
3.52,3,1,Tidak,10,0,2.977,3.06,0.14000000000000012,Rendah
3.6,3,2,Ya,13,1,3.2792307692307694,3.2,0.2200000000000002,Tinggi
3.71,2,2,Tidak,12,1,2.845,2.7,-0.040000000000000036,Sedang
2.26,3,2,Ya,11,1,3.0454545454545454,3.97,0.22999999999999998,Sedang
2.81,4,1,Tidak,9,1,2.641111111111111,2.27,-0.7399999999999998,Sedang
2.51,0,2,Ya,8,1,2.9225000000000003,2.73,0.009999999999999787,Tinggi
2.83,0,0,Tidak,8,1,2.665,2.2,0.050000000000000266,Sedang
2.44,1,1,Ya,9,1,2.941111111111111,3.31,-0.20999999999999996,Rendah
2.47,4,1,Ya,13,0,3.1284615384615386,2.62,-1.21,Sedang
3.2,1,2,Tidak,8,0,3.15625,2.3,-1.46,Rendah
3.2,1,2,Ya,12,1,3.3524999999999996,2.37,-1.52,Sedang
2.34,5,2,Tidak,7,1,2.9757142857142855,2.94,0.8300000000000001,Tinggi
3.45,5,0,Ya,14,1,2.8628571428571434,2.63,0.56,Tinggi
3.94,4,0,Ya,9,0,3.038888888888889,3.32,0.8199999999999998,Sedang
3.8,3,0,Tidak,12,0,3.22,3.76,1.0799999999999996,Rendah
3.46,4,1,Tidak,12,1,3.0066666666666664,3.0,-0.06000000000000005,Sedang
2.05,0,1,Tidak,9,0,2.56,2.5,-0.08000000000000007,Tinggi
3.15,1,0,Tidak,14,0,2.939285714285714,2.9,0.6699999999999999,Tinggi
3.53,1,0,Ya,10,1,3.4810000000000003,2.9,0.1299999999999999,Rendah
2.43,3,2,Tidak,11,0,3.4263636363636363,3.25,-0.6600000000000001,Rendah
3.51,1,0,Ya,9,0,3.2566666666666664,3.93,0.30000000000000027,Tinggi
3.43,5,2,Ya,11,1,3.203636363636363,2.59,-0.040000000000000036,Tinggi
3.76,3,0,Ya,14,0,2.8321428571428577,3.56,0.31999999999999984,Tinggi
2.53,3,2,Tidak,12,0,3.3783333333333325,3.85,-0.10999999999999988,Sedang
3.21,1,2,Ya,13,0,2.9869230769230763,2.23,-0.6200000000000001,Sedang
3.41,3,2,Tidak,14,0,3.2371428571428567,3.98,0.3700000000000001,Sedang
2.95,5,1,Ya,9,1,2.9699999999999998,2.25,-1.4500000000000002,Sedang
2.53,4,2,Tidak,8,1,2.9050000000000002,3.4,1.37,Tinggi
3.64,5,1,Ya,13,0,3.052307692307693,3.36,0.4299999999999997,Rendah
3.77,0,2,Tidak,8,1,3.245,3.22,-0.5,Tinggi
2.82,4,1,Tidak,10,1,2.729,2.56,-0.75,Sedang
2.32,5,0,Ya,9,0,3.2744444444444447,2.6,-1.08,Tinggi
2.28,4,0,Ya,12,0,3.0433333333333334,2.36,-1.0300000000000002,Rendah
2.35,4,1,Tidak,11,0,3.1336363636363633,2.42,-0.18000000000000016,Tinggi
2.99,3,2,Tidak,13,0,3.0676923076923077,3.06,0.28000000000000025,Tinggi
2.35,0,1,Tidak,7,1,3.0700000000000003,3.4,0.96,Rendah
2.71,3,2,Ya,8,1,2.85375,2.38,0.13999999999999968,Sedang
2.77,5,2,Tidak,12,1,2.9316666666666666,2.46,-0.8199999999999998,Rendah
2.71,0,2,Tidak,8,1,3.18375,3.1,-0.020000000000000018,Sedang
2.94,2,1,Tidak,8,1,2.7737499999999997,2.33,0.31000000000000005,Sedang
2.7,4,1,Ya,11,0,3.0954545454545457,2.06,-1.54,Rendah
3.0,2,2,Ya,10,0,3.5420000000000003,3.95,0.020000000000000018,Tinggi
3.95,5,0,Ya,10,0,3.271,3.85,0.3599999999999999,Tinggi
3.88,0,2,Tidak,10,1,3.077,3.28,0.7999999999999998,Rendah
3.17,2,1,Ya,14,1,2.8328571428571427,2.95,-0.9699999999999998,Tinggi
3.84,3,2,Ya,7,0,3.012857142857143,3.62,-0.2599999999999998,Tinggi
2.15,5,1,Ya,9,0,3.127777777777778,3.57,0.17999999999999972,Rendah
3.38,4,0,Ya,7,0,2.8614285714285717,2.02,-0.029999999999999805,Rendah
2.98,4,2,Ya,13,0,2.983846153846154,2.7,-0.96,Tinggi
2.43,3,1,Ya,10,1,3.0609999999999995,2.63,-0.6000000000000001,Sedang
2.48,0,0,Tidak,7,0,3.315714285714286,3.56,0.7800000000000002,Tinggi
3.79,2,1,Tidak,11,1,3.0181818181818185,2.14,-1.8599999999999999,Tinggi
3.43,4,1,Tidak,14,1,2.8750000000000004,2.06,-0.2999999999999998,Rendah
3.78,4,2,Ya,9,0,3.2944444444444447,3.35,0.6499999999999999,Sedang
3.58,2,1,Ya,10,1,2.992,2.61,0.41999999999999993,Tinggi
2.85,2,0,Ya,13,0,3.0484615384615386,3.35,0.41000000000000014,Rendah
3.74,3,1,Ya,14,1,2.8407142857142853,2.55,-0.5100000000000002,Sedang
3.12,4,0,Ya,12,0,2.865,3.81,1.58,Tinggi
2.35,4,2,Tidak,12,1,2.82,3.99,1.83,Sedang
2.36,1,1,Ya,14,1,2.705714285714286,2.07,-0.96,Rendah
2.65,4,2,Ya,8,0,3.06375,2.78,0.5299999999999998,Sedang
3.79,5,2,Ya,10,0,2.961,2.8,0.36999999999999966,Sedang
2.93,5,0,Tidak,14,0,3.166428571428572,2.35,-0.77,Rendah
3.0,3,0,Tidak,9,0,2.953333333333333,2.32,-0.8200000000000003,Sedang
3.53,0,0,Tidak,11,1,2.8645454545454543,2.23,0.0,Tinggi
2.23,3,1,Ya,14,0,2.979285714285715,2.49,-0.5199999999999996,Sedang
2.04,1,1,Tidak,9,0,2.9766666666666666,3.71,0.7599999999999998,Tinggi
3.75,5,0,Tidak,14,1,3.1428571428571423,3.23,0.23999999999999977,Rendah
2.02,3,0,Tidak,10,0,2.8899999999999997,3.08,-0.2599999999999998,Sedang
2.76,5,0,Tidak,13,1,2.9884615384615385,3.05,-0.33000000000000007,Rendah
3.51,0,0,Ya,8,1,3.14875,2.2,-0.9699999999999998,Rendah
2.08,4,1,Tidak,13,1,3.063846153846154,2.08,-0.6499999999999999,Tinggi
3.83,4,1,Ya,11,0,2.4545454545454546,2.24,-0.13999999999999968,Tinggi
3.35,3,1,Ya,13,1,3.023846153846154,2.45,-0.46999999999999975,Sedang
3.91,1,2,Ya,12,0,3.0683333333333334,2.53,-0.30000000000000027,Rendah
3.03,4,2,Ya,8,0,2.9924999999999997,3.78,1.2599999999999998,Sedang
2.75,0,2,Ya,12,1,3.170833333333334,3.77,0.040000000000000036,Sedang
3.5,0,1,Tidak,8,0,2.49125,2.08,0.06000000000000005,Rendah
2.9,4,2,Tidak,11,0,3.055454545454545,2.23,-0.9500000000000002,Sedang
3.53,1,2,Ya,9,0,3.3011111111111107,3.34,-0.41000000000000014,Tinggi
2.13,5,2,Tidak,7,0,2.588571428571428,2.16,0.040000000000000036,Sedang
2.1,1,1,Tidak,11,0,3.16909090909091,3.02,0.08999999999999986,Sedang
2.75,5,2,Ya,10,1,2.893,2.27,-0.18000000000000016,Tinggi
2.14,0,1,Tidak,13,0,2.973076923076923,3.25,0.1499999999999999,Rendah
3.31,5,1,Ya,12,0,2.8066666666666666,3.7,1.4300000000000002,Tinggi
3.52,3,2,Tidak,9,1,3.0811111111111114,3.11,0.6599999999999997,Sedang
3.98,4,0,Ya,11,1,3.03,2.6,0.28000000000000025,Rendah
3.67,0,1,Ya,14,1,2.995,3.83,1.04,Rendah
3.17,5,0,Tidak,7,1,3.067142857142857,2.81,-0.08000000000000007,Rendah
2.36,0,1,Ya,8,1,3.06625,2.43,-1.04,Rendah
3.45,5,0,Ya,12,1,2.81,2.22,-0.3299999999999996,Tinggi
3.48,0,0,Ya,13,0,3.1953846153846155,2.87,-0.77,Sedang
2.57,1,0,Tidak,9,0,3.117777777777778,3.96,1.2999999999999998,Rendah
3.0,5,0,Tidak,10,0,2.948,3.06,0.9300000000000002,Tinggi
2.59,2,2,Tidak,14,0,3.0471428571428567,2.39,-0.75,Rendah
2.43,1,0,Ya,14,0,3.0528571428571425,2.61,-0.71,Sedang
2.1,3,2,Ya,14,0,2.9385714285714286,2.44,-0.6299999999999999,Rendah
3.3,2,0,Tidak,10,1,2.8499999999999996,3.27,0.3599999999999999,Tinggi
3.19,1,2,Tidak,8,0,2.85375,3.06,0.25,Sedang
3.11,4,0,Ya,11,1,3.11,2.13,-1.73,Tinggi
3.2,1,1,Tidak,7,0,3.077142857142857,3.03,0.36999999999999966,Rendah
3.34,2,1,Ya,14,1,2.932142857142857,2.39,-0.81,Rendah
2.23,3,1,Ya,13,1,3.0238461538461547,3.27,0.10999999999999988,Rendah
3.16,1,0,Tidak,7,1,3.057142857142857,3.39,0.0,Sedang
2.65,1,1,Ya,12,1,2.8874999999999997,2.37,-0.8399999999999999,Rendah
3.28,0,2,Ya,9,1,2.457777777777778,2.98,0.73,Rendah
3.51,0,2,Tidak,7,1,3.3557142857142854,3.59,0.08000000000000007,Sedang
3.08,0,0,Ya,7,0,2.751428571428572,3.16,1.1600000000000001,Rendah
2.19,1,0,Tidak,8,1,2.7825,2.21,-1.2200000000000002,Tinggi
2.53,1,0,Ya,8,0,3.3725,3.34,-0.27,Sedang
2.64,1,0,Ya,8,0,2.87125,3.76,0.7199999999999998,Rendah
3.63,4,2,Ya,12,1,2.9475,2.3,-0.29000000000000004,Rendah
3.84,3,0,Tidak,9,0,2.9922222222222223,3.71,1.6400000000000001,Tinggi
3.92,0,0,Ya,12,0,2.778333333333333,2.81,-0.5699999999999998,Sedang
3.66,2,1,Ya,13,0,3.020769230769231,2.24,-1.2799999999999998,Rendah
2.42,5,1,Ya,7,1,2.8442857142857143,3.45,1.37,Sedang
3.99,5,0,Tidak,9,0,2.966666666666667,2.77,0.7200000000000002,Rendah
2.93,1,2,Ya,10,1,2.7239999999999998,2.64,-0.009999999999999787,Sedang
3.32,5,0,Tidak,13,1,3.174615384615384,3.25,-0.56,Rendah
2.75,3,2,Tidak,7,0,3.1714285714285713,3.72,-0.09999999999999964,Sedang
3.2,3,2,Ya,12,1,3.1783333333333332,3.52,1.4500000000000002,Tinggi
3.18,3,2,Tidak,9,0,2.7977777777777777,2.46,-0.69,Sedang
2.29,0,2,Tidak,7,1,3.3200000000000003,2.33,-1.6,Tinggi
2.83,5,1,Ya,14,0,2.8478571428571433,2.39,-0.10000000000000009,Tinggi
2.38,2,1,Ya,14,1,2.867857142857143,2.03,-0.4400000000000004,Sedang
2.82,5,0,Tidak,11,0,3.0254545454545454,3.27,0.41999999999999993,Rendah
2.4,3,2,Ya,10,1,3.104,3.73,1.5,Rendah
2.91,5,2,Ya,11,1,2.7618181818181817,2.82,0.6799999999999997,Rendah
2.52,0,2,Ya,11,0,3.124545454545455,2.69,-0.71,Sedang
2.81,5,1,Ya,13,1,2.9353846153846153,2.68,-0.5299999999999998,Sedang
3.34,3,2,Tidak,12,1,3.2783333333333338,3.11,-0.56,Rendah
3.47,3,1,Ya,7,0,3.315714285714286,3.36,-0.22999999999999998,Rendah
3.04,5,1,Tidak,7,1,3.0271428571428567,3.28,0.3799999999999999,Tinggi
2.93,4,2,Ya,9,0,2.867777777777778,2.1,-1.88,Sedang
2.93,3,0,Tidak,13,1,3.082307692307692,3.38,0.8700000000000001,Rendah
4.0,4,2,Tidak,13,1,2.8592307692307695,2.05,-0.2200000000000002,Sedang
2.56,0,0,Ya,8,1,2.99625,3.63,0.6599999999999997,Rendah
3.6,2,1,Tidak,8,0,3.3,2.11,-1.7200000000000002,Sedang
2.64,4,1,Ya,12,0,2.853333333333333,2.08,-0.5,Sedang
2.1,2,2,Tidak,11,1,2.939090909090909,2.78,0.009999999999999787,Tinggi
3.91,5,1,Ya,9,1,2.8377777777777777,2.56,-0.6699999999999999,Rendah
2.1,5,0,Ya,11,1,2.7736363636363635,2.59,-0.16000000000000014,Tinggi
3.27,3,1,Ya,8,0,3.1175,3.72,0.81,Tinggi
3.03,2,1,Tidak,7,0,3.294285714285714,2.21,-0.8700000000000001,Sedang
3.78,2,1,Tidak,12,0,3.01,2.65,-0.7600000000000002,Rendah
3.45,3,0,Tidak,9,0,2.75,3.7,0.3400000000000003,Tinggi
2.24,1,0,Tidak,13,0,3.1946153846153846,2.03,-0.2100000000000004,Tinggi
2.58,1,2,Ya,7,1,3.0014285714285713,3.92,0.06999999999999984,Tinggi
3.96,0,2,Ya,13,0,3.0053846153846155,2.9,0.3900000000000001,Rendah
3.77,3,2,Tidak,12,0,2.908333333333333,3.59,0.5299999999999998,Rendah
2.56,1,2,Ya,9,0,3.112222222222222,2.51,-0.6000000000000001,Tinggi
2.5,0,2,Tidak,12,0,2.936666666666666,2.3,-0.7000000000000002,Tinggi
2.43,4,0,Ya,13,1,2.6584615384615384,3.6,1.13,Rendah
2.08,3,1,Ya,11,0,2.943636363636364,2.9,0.8300000000000001,Rendah
2.67,0,0,Ya,13,0,3.166923076923077,3.1,0.6800000000000002,Tinggi
2.98,0,2,Tidak,12,0,3.285,2.67,-0.9900000000000002,Rendah
2.17,2,2,Tidak,12,1,2.9741666666666666,3.16,1.1500000000000004,Tinggi
2.61,5,0,Ya,10,0,2.975,2.63,-0.41000000000000014,Rendah
3.91,4,1,Tidak,14,1,3.057857142857143,2.66,-1.3199999999999998,Sedang
2.93,4,1,Ya,13,1,2.907692307692308,2.17,-0.3700000000000001,Rendah
3.15,1,0,Tidak,10,1,2.964,3.99,0.7200000000000002,Tinggi
3.96,1,1,Tidak,7,0,3.0042857142857144,2.22,-1.02,Tinggi
2.21,2,0,Ya,10,0,2.838,3.7,1.1700000000000004,Sedang
2.68,3,2,Tidak,14,0,2.6921428571428576,3.07,0.7199999999999998,Sedang
2.54,5,0,Ya,12,0,2.8874999999999997,2.71,0.48999999999999977,Tinggi
3.77,0,0,Tidak,7,1,2.9314285714285715,2.65,0.46999999999999975,Tinggi
2.24,5,1,Tidak,10,0,2.6919999999999997,3.15,0.5099999999999998,Tinggi
2.12,1,1,Ya,9,0,2.9566666666666666,3.0,0.7400000000000002,Rendah
3.93,1,1,Tidak,11,1,2.7436363636363637,3.0,0.71,Tinggi
2.75,0,0,Tidak,7,1,2.6857142857142855,2.5,0.25,Sedang
2.07,3,2,Tidak,8,1,3.1799999999999997,2.36,-0.9100000000000001,Rendah
3.68,1,1,Tidak,11,0,2.811818181818182,2.3,-1.12,Tinggi
3.84,5,0,Tidak,10,1,3.25,3.74,0.020000000000000018,Tinggi
2.5,1,0,Tidak,8,1,3.2675,3.2,-0.79,Tinggi
3.57,0,1,Tidak,8,0,3.2112499999999997,3.4,0.7599999999999998,Sedang
2.95,3,2,Ya,9,1,2.7288888888888887,2.5,-0.5499999999999998,Sedang
2.32,5,0,Ya,14,0,3.120714285714286,2.52,0.31999999999999984,Rendah
3.0,4,2,Tidak,10,0,2.715,2.66,-0.2599999999999998,Rendah
2.25,1,0,Tidak,7,1,2.9057142857142857,2.24,-0.6699999999999999,Sedang
2.69,1,1,Tidak,12,1,3.3449999999999993,3.94,0.009999999999999787,Rendah
2.8,2,0,Tidak,12,1,2.7450000000000006,3.17,0.19999999999999973,Rendah
3.78,5,2,Ya,12,0,3.225,2.43,-0.21999999999999975,Tinggi
3.16,5,0,Tidak,11,1,3.037272727272727,2.1,-1.1799999999999997,Sedang
2.78,2,0,Tidak,10,0,3.0770000000000004,2.14,-0.31999999999999984,Rendah
3.42,3,0,Tidak,11,0,3.060909090909091,2.0,-1.08,Rendah
3.28,5,0,Tidak,10,1,3.114,2.16,-1.2999999999999998,Rendah
2.04,0,2,Tidak,9,1,3.3699999999999997,2.7,-1.21,Tinggi
2.68,2,1,Tidak,9,0,2.8833333333333333,2.3,-0.1200000000000001,Rendah
3.15,0,2,Tidak,11,0,3.0627272727272725,3.0,-0.3999999999999999,Rendah
3.46,0,2,Ya,14,1,2.8728571428571428,3.75,0.2799999999999998,Sedang
3.44,2,1,Ya,10,0,2.844,3.88,1.88,Tinggi
2.61,2,1,Ya,12,1,3.0549999999999997,2.68,-0.6799999999999997,Rendah
2.84,2,0,Ya,14,0,3.2128571428571426,3.26,-0.7100000000000004,Tinggi
3.72,1,2,Ya,11,0,2.8427272727272723,3.29,1.06,Rendah
3.39,2,1,Ya,7,1,2.7514285714285713,2.77,0.3500000000000001,Sedang
2.02,1,2,Ya,10,1,2.838,3.54,1.1099999999999999,Rendah
3.05,4,0,Ya,7,0,2.9771428571428573,3.37,0.1200000000000001,Tinggi
2.39,4,0,Ya,12,1,2.9616666666666664,3.8,0.07999999999999963,Tinggi
3.16,1,1,Ya,12,1,3.0191666666666666,2.04,-0.5299999999999998,Tinggi
2.33,4,2,Tidak,13,0,3.119230769230769,2.3,-0.6400000000000001,Rendah
2.48,2,0,Tidak,12,0,3.1341666666666668,2.25,-1.54,Sedang
3.25,1,1,Tidak,10,1,3.143,3.45,-0.1499999999999999,Tinggi
3.31,0,0,Tidak,8,1,2.6862500000000002,3.52,1.4300000000000002,Sedang
3.37,5,0,Tidak,14,1,2.623571428571428,2.98,0.5800000000000001,Rendah
2.15,1,0,Tidak,8,0,2.96875,3.42,1.3599999999999999,Rendah
3.19,1,1,Ya,10,0,3.086,4.0,1.52,Tinggi
2.51,1,0,Ya,8,1,2.6725000000000003,2.22,-0.27,Sedang
2.5,5,2,Tidak,8,0,2.95625,3.83,0.14000000000000012,Tinggi
3.6,5,2,Tidak,13,0,2.886923076923077,3.03,0.6199999999999997,Sedang
2.67,3,0,Tidak,7,1,2.857142857142857,3.29,0.3900000000000001,Sedang
3.39,4,1,Tidak,9,0,2.945555555555556,3.6,1.4700000000000002,Rendah
3.91,1,1,Tidak,7,1,2.7328571428571427,2.17,0.0,Sedang
2.14,0,2,Ya,7,0,3.0614285714285714,3.84,1.0699999999999998,Rendah
